21353,26,,,,"11/15/16 9:00,21353,26"
21755,27,,,,"11/15/16 9:01,21755,27"
23393,26,,,,"11/15/16 9:02,23393,26"
22416,25,,,,"11/15/16 9:03,22416,25"
1982,26,,,,"11/15/16 9:04,1982,26"
21669,26,,,,"11/15/16 9:05,21669,26"
19145,27,,,,"11/15/16 9:06,19145,27"
10847,27,,,,"11/15/16 9:07,10847,27"
21171,26,,,,"11/15/16 9:08,21171,28"
17060,30,,,,"11/15/16 9:09,17060,30"
11994,26,,,,"11/15/16 9:10,11994,29"
10044,28,,,,"11/15/16 9:11,10044,28"
23707,26,,,,"11/15/16 9:12,23707,26"
22173,26,,,,"11/15/16 9:13,22173,26"
19371,26,,,,"11/15/16 9:14,19371,27"
19948,27,,,,"11/15/16 9:15,19948,26"
16466,26,,,,"11/15/16 9:16,16466,26"
1920,26,,,,"11/15/16 9:17,1920,25"
16206,26,,,,"11/15/16 9:18,16206,24"
19825,30,,,,"11/15/16 9:19,19825,25"
18400,31,,,,"11/15/16 9:20,18400,25"
16072,32,,,,"11/15/16 9:21,16072,25"
21063,30,,,,"11/15/16 9:22,21063,26"
15154,29,,,,"11/15/16 9:23,15154,25"
16755,31,,,,"11/15/16 9:24,16755,25"
18536,30,,,,"11/15/16 9:25,18536,25"
17746,30,,,,"11/15/16 9:26,17742,27"
13540,31,,,,"11/15/16 9:27,13540,27"
2339,29,,,,"11/15/16 9:28,2339,26"
20448,28,,,,"11/15/16 9:29,20448,26"
20800,27,,,,"11/15/16 9:30,20800,26"
19524,30,,,,"11/15/16 9:31,19524,26"
23700,32,,,,"11/15/16 9:32,23700,26"
20372,31,,,,"11/15/16 9:33,20372,27"
23195,33,,,,"11/15/16 9:34,23195,28"
20622,28,,,,"11/15/16 9:35,20622,28"
22615,29,,,,"11/15/16 9:36,22615,26"
15884,29,,,,"11/15/16 9:37,15884,26"
21088,30,,,,"11/15/16 9:38,21088,26"
1703,30,,,,"11/15/16 9:39,1703,27"
14951,30,,,,"11/15/16 9:40,14951,28"
5859,26,,,,"11/15/16 9:41,5859,28"
2364,27,,,,"11/15/16 9:42,2364,28"
20251,29,,,,"11/15/16 9:43,20251,28"
16915,30,,,,"11/15/16 9:44,16915,29"
16755,33,,,,"11/15/16 9:45,16755,29"
1869,30,,,,"11/15/16 9:46,1869,27"
19350,30,,,,"11/15/16 9:47,19350,28"
16290,30,,,,"11/15/16 9:48,16290,29"
16292,30,,,,"11/15/16 9:49,16292,29"
16291,"	6.9",,,,
19130,"	6.9",,,,
21463,"	6.9",,,,
14736,"	6.9",,,,
15901,"	6.9",,,,
14820,"	6.9",,,,
14974,"	6.9",,,,
16009,"	6.9",,,,
"15549	6.9",,,,,
"14195	6.9",,,,,
"20483	6.9",,,,,
"17677	6.9",,,,,
"17982	6.9",,,,,
"17589	6.9",,,,,
"18477	6.9",,,,,
"15160	6.9",,,,,
"14651	6.9",,,,,
"13518	6.9",,,,,
"14131	6.9",,,,,
"15089	6.9",,,,,
"15248	6.9",,,,,
"16285	6.9",,,,,
"15527	6.9",,,,,
"15330	6.9",,,,,
"15089	6.9",,,,,
"14536	6.9",,,,,
"15097	6.9",,,,,
"13648	6.9",,,,,
"13718	6.9",,,,,
"13715	6.9",,,,,
"12881	6.9",,,,,
"15176	6.9",,,,,
"18841	6.9",,,,,
"12023	6.9",,,,,
"16064	6.9",,,,,
"16313	6.9",,,,,
"15845	6.9",,,,,
"20077	6.9",,,,,
"23444	6.9",,,,,
"21211	6.9",,,,,
"9754	6.9",,,,,
"15599	6.9",,,,,
"15592	6.9",,,,,
"15614	6.9",,,,,
"16334	6.9",,,,,
"16138	6.9",,,,,
"16670	6.9",,,,,
"14360	6.9",,,,,
"15987	6.9",,,,,
"15987	6.9",,,,,
"15987	6.9",,,,,
"16052	6.9",,,,,
"15266	6.9",,,,,
"17356	6.9",,,,,
"16065	6.9",,,,,
"15690	6.9",,,,,
"13146	6.9",,,,,
"16226	6.9",,,,,
"17212	6.9",,,,,
"16620	6.9",,,,,
"15024	6.9",,,,,
"15314	6.9",,,,,
"15067	6.9",,,,,
"13782	6.9",,,,,
"13789	6.9",,,,,
"13785	6.9",,,,,
"13783	6.9",,,,,
"13955	6.9",,,,,
"14912	6.9",,,,,
"15484	6.9",,,,,
"19212	6.9",,,,,
"19131	6.9",,,,,
"20230	6.9",,,,,
"20230	6.9",,,,,
"21198	6.9",,,,,
"14182	6.9",,,,,
"14186	6.9",,,,,
"15287	6.9",,,,,
"15264	6.9",,,,,
"15656	6.9",,,,,
"15547	6.9",,,,,
"15547	6.9",,,,,
"15603	6.9",,,,,
"15610	6.9",,,,,
"15892	6.9",,,,,
"16226	6.9",,,,,
"15225	6.9",,,,,
"10024	6.9",,,,,
"12080	6.9",,,,,
"15270	2.1",,,,,
"15791	2.1",,,,,
"15057	2.1",,,,,
"16706	2.1",,,,,
"17403	2.1",,,,,
"14135	2.1",,,,,
"11454	2.1",,,,,
"15592	2.1",,,,,
"14852	2.1",,,,,
"14987	2.1",,,,,
"16051	2.1",,,,,
"13540	2.1",,,,,
"13541	2.1",,,,,
"13803	2.1",,,,,
"13803	2.1",,,,,
"14068	2.1",,,,,
"20081	2.1",,,,,
"21109	2.1",,,,,
"17530	2.1",,,,,
"18301	2.1",,,,,
"17611	2.1",,,,,
"1279	2.1",,,,,
"15713	2.1",,,,,
"14803	2.1",,,,,
"12135	2.1",,,,,
"15811	2.1",,,,,
"18536	2.1",,,,,
"15371	2.1",,,,,
"15220	2.1",,,,,
"14848	2.1",,,,,
"14951	2.1",,,,,
"15086	2.1",,,,,
"15177	2.1",,,,,
"15197	2.1",,,,,
"15198	2.1",,,,,
"15153	2.1",,,,,
"15154	2.1",,,,,
"15306	2.1",,,,,
"16029	2.1",,,,,
"15659	2.1",,,,,
"12846	2.1",,,,,
"12852	2.1",,,,,
"15570	2.1",,,,,
"16098	2.1",,,,,
"16074	2.1",,,,,
"16138	2.1",,,,,
"16203	2.1",,,,,
"19904	2.1",,,,,
"20691	2.1",,,,,
"14681	2.1",,,,,
"17874	2.1",,,,,
"15637	2.1",,,,,
"15658	2.1",,,,,
"15702	2.1",,,,,
"15698	2.1",,,,,
"14149	2.1",,,,,
"14204	2.1",,,,,
"15111	2.1",,,,,
"14868	2.1",,,,,
"15111	2.1",,,,,
"15876	1.9",,,,,
"21064	1.9",,,,,
"13267	1.9",,,,,
"16054	1.9",,,,,
"16377	1.9",,,,,
"15307	1.9",,,,,
"12601	1.9",,,,,
"18593	1.9",,,,,
"17437	1.9",,,,,
"13343	1.9",,,,,
"19942	1.9",,,,,
"4132	1.9",,,,,
"16122	1.9",,,,,
"15101	1.9",,,,,
"14847	1.9",,,,,
"16214	1.9",,,,,
"13518	1.9",,,,,
"21921	1.9",,,,,
"17016	1.9",,,,,
"15654	1.9",,,,,
"16333	1.9",,,,,
"14980	1.9",,,,,
"22219	1.9",,,,,
"16073	1.9",,,,,
"16117	1.9",,,,,
"21409	1.9",,,,,
"13737	1.9",,,,,
"17326	1.9",,,,,
"15067	1.9",,,,,
"16510	1.9",,,,,
"16027	1.9",,,,,
"16685	1.9",,,,,
"15768	1.9",,,,,
"15527	1.9",,,,,
"19834	1.9",,,,,
"16053	1.9",,,,,
"14025	1.9",,,,,
"14632	1.9",,,,,
"15469	1.9",,,,,
"15418	1.9",,,,,
"16074	1.9",,,,,
"14908	1.9",,,,,
"15136	1.9",,,,,
"14228	1.9",,,,,
"14651	1.9",,,,,
"15190	1.9",,,,,
"15197	1.9",,,,,
"15275	1.9",,,,,
"15778	1.9",,,,,
"14555	1.9",,,,,
"13892	1.9",,,,,
"15195	1.9",,,,,
"15247	1.9",,,,,
"15440	1.9",,,,,
"15419	1.9",,,,,
"15440	1.9",,,,,
"15440	1.9",,,,,
"15440	1.9",,,,,
"15441	1.9",,,,,
"15440	9.2",,,,,
"15440	9.2",,,,,
"15440	9.2",,,,,
"15441	9.2",,,,,
"15440	9.2",,,,,
"15440	9.2",,,,,
"15440	9.2",,,,,
"15441	9.2",,,,,
"15440	9.2",,,,,
"15441	9.2",,,,,
"15440	9.2",,,,,
"15440	9.2",,,,,
"15287	9.2",,,,,
"15521	9.2",,,,,
"15463	9.2",,,,,
"15242	9.2",,,,,
"15616	9.2",,,,,
"15152	9.2",,,,,
"15111	9.2",,,,,
"15089	9.2",,,,,
"15301	9.2",,,,,
"15346	9.2",,,,,
"15199	9.2",,,,,
"15242	9.2",,,,,
"15242	9.2",,,,,
"15198	9.2",,,,,
"15330	9.2",,,,,
"15330	9.2",,,,,
"14499	9.2",,,,,
"14675	9.2",,,,,
"14651	9.2",,,,,
"14695	9.2",,,,,
"14717	9.2",,,,,
"14651	9.2",,,,,
"14657	9.2",,,,,
"15250	9.2",,,,,
"15242	9.2",,,,,
"15242	9.2",,,,,
"15242	9.2",,,,,
"15374	9.2",,,,,
"15374	9.2",,,,,
"15964	9.2",,,,,
"15480	9.2",,,,,
"15526	9.2",,,,,
"16107	9.2",,,,,
"15374	9.2",,,,,
"16951	9.2",,,,,
"15505	9.2",,,,,
"13881	9.2",,,,,
"14953	9.2",,,,,
"15090	9.2",,,,,
"14879	9.2",,,,,
"15176	9.2",,,,,
"15372	9.2",,,,,
"15680	9.2",,,,,
"16052	9.2",,,,,
"16052	9.2",,,,,
"16493	9.2",,,,,
"16494	9.2",,,,,
"16493	9.2",,,,,
"16492	6.9",,,,,
"16492	6.9",,,,,
"16492	6.9",,,,,
"16493	6.9",,,,,
"16493	6.9",,,,,
"16492	6.9",,,,,
"16489	6.9",,,,,
"16490	6.9",,,,,
"16490	6.9",,,,,
"15681	6.9",,,,,
"15650	6.9",,,,,
"15659	6.9",,,,,
"15658	6.9",,,,,
"15658	6.9",,,,,
"15658	6.9",,,,,
"15658	6.9",,,,,
"15659	6.9",,,,,
"15656	6.9",,,,,
"15657	6.9",,,,,
"15659	6.9",,,,,
"15642	6.9",,,,,
"15647	6.9",,,,,
"15637	6.9",,,,,
"15658	6.9",,,,,
"15440	6.9",,,,,
"15439	6.9",,,,,
"15055	6.9",,,,,
"15854	6.9",,,,,
"15746	6.9",,,,,
"15745	6.9",,,,,
"14957	6.9",,,,,
"14650	6.9",,,,,
"14651	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15067	6.9",,,,,
"15089	6.9",,,,,
"15090	6.9",,,,,
"15088	6.9",,,,,
"15089	6.9",,,,,
"15089	6.9",,,,,
"15772	6.9",,,,,
"15773	6.9",,,,,
"15777	6.9",,,,,
"15774	6.9",,,,,
"15768	6.9",,,,,
"15767	6.9",,,,,
"15630	6.9",,,,,
"15659	6.9",,,,,
"15483	6.9",,,,,
"15484	6.9",,,,,
"15484	6.9",,,,,
"15505	6.9",,,,,
"15505	6.9",,,,,
"15505	6.9",,,,,
"15501	6.9",,,,,
"15506	6.9",,,,,
"15409	15",,,,,
"15396	15",,,,,
"15419	15",,,,,
"15440	15",,,,,
"15422	15",,,,,
"16378	15",,,,,
"16118	15",,,,,
"16077	15",,,,,
"16073	15",,,,,
"15484	15",,,,,
"18111	15",,,,,
"16465	15",,,,,
"15555	15",,,,,
"16126	15",,,,,
"15434	15",,,,,
"16929	15",,,,,
"16182	15",,,,,
"16182	15",,,,,
"16183	15",,,,,
"17104	15",,,,,
"16203	15",,,,,
"16202	15",,,,,
"20123	15",,,,,
"12794	15",,,,,
"14204	15",,,,,
"15477	15",,,,,
"20222	15",,,,,
"15879	15",,,,,
"15876	15",,,,,
"15749	15",,,,,
"18004	15",,,,,
"14546	15",,,,,
"16640	15",,,,,
"14538	15",,,,,
"15110	15",,,,,
"14981	15",,,,,
"14383	15",,,,,
"15866	15",,,,,
"15571	15",,,,,
"15002	15",,,,,
"15089	15",,,,,
"15286	15",,,,,
"15286	15",,,,,
"15286	15",,,,,
"15286	15",,,,,
"15286	15",,,,,
"15286	15",,,,,
"15285	15",,,,,
"15286	15",,,,,
"15286	15",,,,,
"15285	15",,,,,
"15286	15",,,,,
"15286	15",,,,,
"15287	15",,,,,
"15286	15",,,,,
"15327	15",,,,,
"15802	15",,,,,
"14382	15",,,,,
"14403	15",,,,,
"14403	15",,,,,
"14404	13.8",,,,,
"15728	13.8",,,,,
"15729	13.8",,,,,
"16065	13.8",,,,,
"16073	13.8",,,,,
"16074	13.8",,,,,
"16073	13.8",,,,,
"16074	13.8",,,,,
"16073	13.8",,,,,
"15491	13.8",,,,,
"15468	13.8",,,,,
"15469	13.8",,,,,
"15471	13.8",,,,,
"15469	13.8",,,,,
"15470	13.8",,,,,
"15476	13.8",,,,,
"15659	13.8",,,,,
"15658	13.8",,,,,
"15658	13.8",,,,,
"15658	13.8",,,,,
"15658	13.8",,,,,
"15658	13.8",,,,,
"15653	13.8",,,,,
"15658	13.8",,,,,
"15854	13.8",,,,,
"16258	13.8",,,,,
"15472	13.8",,,,,
"16030	13.8",,,,,
"16030	13.8",,,,,
"16203	13.8",,,,,
"14900	13.8",,,,,
"16729	13.8",,,,,
"16729	13.8",,,,,
"16729	13.8",,,,,
"16729	13.8",,,,,
"16729	13.8",,,,,
"16624	13.8",,,,,
"16290	13.8",,,,,
"16268	13.8",,,,,
"16269	13.8",,,,,
"16269	13.8",,,,,
"16269	13.8",,,,,
"16268	13.8",,,,,
"16269	13.8",,,,,
"16269	13.8",,,,,
"16159	13.8",,,,,
"16305	13.8",,,,,
"16400	15",,,,,
"16116	15",,,,,
"16076	15",,,,,
"15935	15",,,,,
"15875	15",,,,,
"16180	15",,,,,
"16446	15",,,,,
"16443	15",,,,,
"15309	15",,,,,
"17215	15",,,,,
"15658	15",,,,,
"14779	15",,,,,
"16531	15",,,,,
"16171	15",,,,,
"16607	15",,,,,
"16076	15",,,,,
"16575	15",,,,,
"14585	15",,,,,
"16921	15",,,,,
"15132	15",,,,,
"15995	15",,,,,
"14644	15",,,,,
"15205	15",,,,,
"15791	15",,,,,
"17038	15",,,,,
"15779	15",,,,,
"15372	15",,,,,
"16377	15",,,,,
"16665	15",,,,,
"15252	15",,,,,
"15942	15",,,,,
"15286	15",,,,,
"15810	15",,,,,
"16153	15",,,,,
"15396	15",,,,,
"15637	15",,,,,
"15941	15",,,,,
"16745	15",,,,,
"15964	15",,,,,
"16008	15",,,,,
"17192	15",,,,,
"17071	15",,,,,
"17150	15",,,,,
"18336	15",,,,,
"17268	15",,,,,
"14937	15",,,,,
"16385	15",,,,,
"16775	15",,,,,
"16465	15",,,,,
"15931	15",,,,,
"15896	15",,,,,
"15357	15",,,,,
"14701	15",,,,,
"16095	15",,,,,
"15165	15",,,,,
"15009	15",,,,,
"16936	15",,,,,
"16924	15",,,,,
"14517	15",,,,,
"16995	15",,,,,
"16026	13.8",,,,,
"15192	13.8",,,,,
"15548	13.8",,,,,
"14859	13.8",,,,,
"14973	13.8",,,,,
"17018	13.8",,,,,
"14913	13.8",,,,,
"15814	13.8",,,,,
"15987	13.8",,,,,
"16219	13.8",,,,,
"14894	13.8",,,,,
"15701	13.8",,,,,
"14317	13.8",,,,,
"16009	13.8",,,,,
"15994	13.8",,,,,
"14538	13.8",,,,,
"16542	13.8",,,,,
"17438	13.8",,,,,
"16004	13.8",,,,,
"16318	13.8",,,,,
"16299	13.8",,,,,
"15264	13.8",,,,,
"16356	13.8",,,,,
"17218	13.8",,,,,
"16052	13.8",,,,,
"16073	13.8",,,,,
"16267	13.8",,,,,
"18287	13.8",,,,,
"18959	13.8",,,,,
"16410	13.8",,,,,
"15175	13.8",,,,,
"16181	13.8",,,,,
"16850	13.8",,,,,
"14143	13.8",,,,,
"14242	13.8",,,,,
"15723	13.8",,,,,
"12807	13.8",,,,,
"16095	13.8",,,,,
"14528	13.8",,,,,
"15599	13.8",,,,,
"15747	13.8",,,,,
"13841	13.8",,,,,
"15904	13.8",,,,,
"15964	13.8",,,,,
"18292	13.8",,,,,
"17861	13.8",,,,,
"20458	13.8",,,,,
"15942	13.8",,,,,
"14583	13.8",,,,,
"16792	13.8",,,,,
"16574	13.8",,,,,
"15953	13.8",,,,,
"16817	13.8",,,,,
"17983	13.8",,,,,
"16816	13.8",,,,,
"15759	13.8",,,,,
"16182	13.8",,,,,
"16145	13.8",,,,,
"16291	13.8",,,,,
"15810	13.8",,,,,
"15899	13.8",,,,,
"15788	13.8",,,,,
"16357	13.8",,,,,
"14806	13.8",,,,,
"16159	13.8",,,,,
"15602	13.8",,,,,
"15282	13.8",,,,,
"15920	13.8",,,,,
"16251	13.8",,,,,
"14154	13.8",,,,,
"14819	13.8",,,,,
"16245	13.8",,,,,
"17090	13.8",,,,,
"16007	13.8",,,,,
"15072	13.8",,,,,
"15772	13.8",,,,,
"14277	13.8",,,,,
"15302	13.8",,,,,
"17463	13.8",,,,,
"14671	13.8",,,,,
"16553	13.8",,,,,
"17635	13.8",,,,,
"14249	13.8",,,,,
"15655	13.8",,,,,
"15548	13.8",,,,,
"16511	13.8",,,,,
"14761	13.8",,,,,
"15175	13.8",,,,,
"13957	13.8",,,,,
"13774	13.8",,,,,
"14758	13.8",,,,,
"15063	13.8",,,,,
"16004	13.8",,,,,
"15745	13.8",,,,,
"18659	13.8",,,,,
"15653	13.8",,,,,
"16007	13.8",,,,,
"15503	13.8",,,,,
"14048	13.8",,,,,
"15528	13.8",,,,,
"14188	13.8",,,,,
"16602	13.8",,,,,
"15382	13.8",,,,,
"16314	13.8",,,,,
"15302	13.8",,,,,
"16181	13.8",,,,,
"15211	13.8",,,,,
"15853	13.8",,,,,
"17127	13.8",,,,,
"16263	13.8",,,,,
"16200	5.8",,,,,
"14940	5.8",,,,,
"15883	5.8",,,,,
"16382	5.8",,,,,
"16982	5.8",,,,,
"14612	5.8",,,,,
"15765	5.8",,,,,
"15686	5.8",,,,,
"15054	5.8",,,,,
"16131	5.8",,,,,
"15379	5.8",,,,,
"18659	5.8",,,,,
"16307	3.5",,,,,
"15483	3.5",,,,,
"14300	3.5",,,,,
"16772	3.5",,,,,
"16596	3.5",,,,,
"16844	3.5",,,,,
"18535	3.5",,,,,
"15636	3.5",,,,,
"15957	3.5",,,,,
"16356	3.5",,,,,
"15964	3.5",,,,,
"15942	3.5",,,,,
"16783	3.5",,,,,
"16573	3.5",,,,,
"15658	3.5",,,,,
"16010	3.5",,,,,
"15863	3.5",,,,,
"16771	3.5",,,,,
"15588	3.5",,,,,
"15111	3.5",,,,,
"18324	3.5",,,,,
"15938	3.5",,,,,
"16928	3.5",,,,,
"17888	3.5",,,,,
"15720	3.5",,,,,
"15655	3.5",,,,,
"16284	3.5",,,,,
"16497	3.5",,,,,
"17654	3.5",,,,,
"17027	3.5",,,,,
"15169	3.5",,,,,
"17166	3.5",,,,,
"14311	3.5",,,,,
"16214	3.5",,,,,
"16023	3.5",,,,,
"17698	3.5",,,,,
"17349	3.5",,,,,
"15580	3.5",,,,,
"16856	3.5",,,,,
"14719	3.5",,,,,
"14968	3.5",,,,,
"16364	3.5",,,,,
"15598	3.5",,,,,
"15744	3.5",,,,,
"15580	3.5",,,,,
"16338	3.5",,,,,
"16761	3.5",,,,,
"15673	3.5",,,,,
"14359	3.5",,,,,
"14780	3.5",,,,,
"17653	3.5",,,,,
"15771	3.5",,,,,
"14293	3.5",,,,,
"16995	3.5",,,,,
"16802	3.5",,,,,
"18424	3.5",,,,,
"19048	3.5",,,,,
"14943	3.5",,,,,
"15589	3.5",,,,,
"17871	3.5",,,,,
"15988	3.5",,,,,
"15402	3.5",,,,,
"16033	3.5",,,,,
"14788	3.5",,,,,
"16159	3.5",,,,,
"17231	3.5",,,,,
"15898	3.5",,,,,
"15443	3.5",,,,,
"15769	3.5",,,,,
"14996	3.5",,,,,
"14925	3.5",,,,,
"14671	3.5",,,,,
"16324	3.5",,,,,
"15753	3.5",,,,,
"16879	3.5",,,,,
"14289	3.5",,,,,
"15807	3.5",,,,,
"15984	3.5",,,,,
"16533	3.5",,,,,
"16621	3.5",,,,,
"17998	3.5",,,,,
"16466	3.5",,,,,
"14129	3.5",,,,,
"15347	3.5",,,,,
"16995	3.5",,,,,
"16534	3.5",,,,,
"17104	3.5",,,,,
"16501	3.5",,,,,
"17170	3.5",,,,,
"15458	3.5",,,,,
"13603	3.5",,,,,
"16314	3.5",,,,,
"15482	3.5",,,,,
"16046	3.5",,,,,
"15794	6.8",,,,,
"15564	6.8",,,,,
"17637	6.8",,,,,
"17079	6.8",,,,,
"22851	6.8",,,,,
"17276	6.8",,,,,
"16181	6.8",,,,,
"17392	6.8",,,,,
"15078	9.2",,,,,
"15370	9.2",,,,,
"14425	9.2",,,,,
"16157	9.2",,,,,
"14151	9.2",,,,,
"14853	9.2",,,,,
"22102	9.2",,,,,
"15683	9.2",,,,,
"6717	9.2",,,,,
"16743	9.2",,,,,
"17450	9.2",,,,,
"17633	9.2",,,,,
"12412	9.2",,,,,
"16560	9.2",,,,,
"13730	9.2",,,,,
"10975	9.2",,,,,
"18500	9.2",,,,,
"16348	9.2",,,,,
"17024	9.2",,,,,
"16267	9.2",,,,,
"17695	9.2",,,,,
"15308	9.2",,,,,
"15519	9.2",,,,,
"11939	9.2",,,,,
"21939	9.2",,,,,
"23158	9.2",,,,,
"16452	9.2",,,,,
"15900	9.2",,,,,
"15417	9.2",,,,,
"15108	9.2",,,,,
"16565	9.2",,,,,
"16572	9.2",,,,,
"16502	9.2",,,,,
"4319	9.2",,,,,
"15547	8.7",,,,,
"21512	8.7",,,,,
"22973	8.7",,,,,
"14957	8.7",,,,,
"20156	8.7",,,,,
"17125	8.7",,,,,
"15556	8.7",,,,,
"17700	8.7",,,,,
"14821	8.7",,,,,
"13632	8.7",,,,,
"16699	8.7",,,,,
"17610	8.7",,,,,
"15066	8.7",,,,,
"15375	8.7",,,,,
"14774	8.7",,,,,
"3398	8.7",,,,,
"13780	8.7",,,,,
"5724	8.7",,,,,
"15837	8.7",,,,,
"15257	8.7",,,,,
"12398	8.7",,,,,
"16221	8.7",,,,,
"19295	8.7",,,,,
"5806	8.7",,,,,
"17165	8.7",,,,,
"16660	8.7",,,,,
"16181	8.7",,,,,
"16794	8.7",,,,,
"13953	8.7",,,,,
"18618	8.7",,,,,
"6154	8.7",,,,,
"5742	8.7",,,,,
"17920	8.7",,,,,
"16794	8.7",,,,,
"1340	8.7",,,,,
"20999	8.7",,,,,
"2721	8.7",,,,,
"16436	8.7",,,,,
"23550	8.7",,,,,
"18253	8.7",,,,,
"19774	8.7",,,,,
"15302	8.7",,,,,
"23235	4.6",,,,,
"15799	4.6",,,,,
"6648	4.6",,,,,
"4743	4.6",,,,,
"19510	4.6",,,,,
"14905	4.6",,,,,
"16236	4.6",,,,,
"14699	4.6",,,,,
"17210	4.6",,,,,
"16735	4.6",,,,,
"19235	4.6",,,,,
"5364	4.6",,,,,
"21366	4.6",,,,,
"1795	4.6",,,,,
"16107	4.6",,,,,
"13001	4.6",,,,,
"16239	4.6",,,,,
"14440	4.6",,,,,
"16130	4.6",,,,,
"15854	4.6",,,,,
"22188	4.6",,,,,
"4152	4.6",,,,,
"13358	4.6",,,,,
"1482	4.6",,,,,
"5778	4.6",,,,,
"6588	4.6",,,,,
"16963	4.6",,,,,
"13329	4.6",,,,,
"17629	4.6",,,,,
"19580	4.6",,,,,
"3323	4.6",,,,,
"18138	4.6",,,,,
"16058	4.6",,,,,
"18844	4.6",,,,,
"11261	4.6",,,,,
"14906	4.6",,,,,
"5498	4.6",,,,,
"17179	4.6",,,,,
"15919	4.6",,,,,
"16044	4.6",,,,,
"15912	4.6",,,,,
"15830	4.6",,,,,
"17667	4.6",,,,,
"11906	4.6",,,,,
"13278	4.6",,,,,
"15423	4.6",,,,,
"13808	4.6",,,,,
"19822	4.6",,,,,
"17026	4.6",,,,,
"22585	4.6",,,,,
"18458	4.6",,,,,
"14824	4.6",,,,,
"14449	4.6",,,,,
"15683	4.6",,,,,
"16115	4.6",,,,,
"14448	4.6",,,,,
"11826	4.6",,,,,
"17292	4.6",,,,,
"6426	4.6",,,,,
"14671	4.6",,,,,
"15925	4.6",,,,,
"19723	4.6",,,,,
"15428	4.6",,,,,
"14761	4.6",,,,,
"14590	4.6",,,,,
"17248	4.6",,,,,
"17609	4.6",,,,,
"14412	4.6",,,,,
"14823	4.6",,,,,
"17194	4.6",,,,,
"14859	4.6",,,,,
"21597	4.6",,,,,
"15264	4.6",,,,,
"15312	4.6",,,,,
"17954	4.6",,,,,
"13128	4.6",,,,,
"15696	3.5",,,,,
"14850	3.5",,,,,
"17095	3.5",,,,,
"13664	3.5",,,,,
"22217	3.5",,,,,
"16224	3.5",,,,,
"14197	3.5",,,,,
"16021	3.5",,,,,
"3769	3.5",,,,,
"11069	3.5",,,,,
"13234	3.5",,,,,
"21348	3.5",,,,,
"16028	3.5",,,,,
"13276	3.5",,,,,
"21892	3.5",,,,,
"18168	3.5",,,,,
"14916	3.5",,,,,
"11499	3.5",,,,,
"7711	3.5",,,,,
"2862	3.5",,,,,
"16965	3.5",,,,,
"17553	3.5",,,,,
"15162	3.5",,,,,
"15636	3.5",,,,,